"","rnames","variable","value","rank"
"97875","9327","V9336",3327.09,3
"97876","9327","V9309",3344.2,4
"97877","9327","V9326",3875.2,5
"97878","9327","V3676",4079.57,6
"97879","9327","V3679",4082.3,7
"97880","9327","V9334",4216.11,8
"97881","9327","V3693",4798.92,9
"97882","9327","V1912",4914.61,10
"97883","9328","V3702",910.08,1
"97884","9328","V9303",1409.83,2
"97885","9328","V3684",1634.89,3
"97886","9328","V2185",2013.6,4
"97887","9328","V3678",2213.22,5
"97888","9328","V3704",2291.57,6
"97889","9328","V3674",2345.97,7
"97890","9328","V3668",2490.93,8
"97891","9328","V2184",2661.49,9
"97892","9328","V3701",2881.59,10
"97893","9329","V9315",2274.42,1
"97894","9329","V1775",2708.88,2
"97895","9329","V9334",2748.51,3
"97896","9329","V3688",3010.11,4
"97897","9329","V9336",3522.01,5
"97898","9329","V1779",4744.37,6
"97899","9329","V3680",5069.68,7
"97900","9329","V3679",5074.97,8
"97901","9329","V1771",5292.97,9
"97902","9329","V6771",5298.02,10
"97903","933","V5635",1296.13,1
"97904","933","V929",1848.47,2
"97905","933","V926",3631.57,3
"97906","933","V927",3658.32,4
"97907","933","V5644",4026.24,5
"97908","933","V934",4396.6,6
"97909","933","V5634",5019.01,7
"97910","933","V5638",5430.61,8
"97911","933","V932",5910.39,9
"97912","933","V5640",6138.35,10
"97913","9330","V9319",3025.89,1
"97914","9330","V3698",3064.23,2
"97915","9330","V3687",4138.08,3
"97916","9330","V3692",4150.15,4
"97917","9330","V9312",4252.78,5
"97918","9330","V3686",4501.06,6
"97919","9330","V9331",5290.43,7
"97920","9330","V3675",5814.69,8
"97921","9330","V9340",6225.74,9
"97922","9330","V9320",6255.32,10
"97923","9331","V9311",1696.92,1
"97924","9331","V3692",2130.16,2
"97925","9331","V9319",2638.18,3
"97926","9331","V3690",3188.52,4
"97927","9331","V9317",3194.06,5
"97928","9331","V9314",3521.61,6
"97929","9331","V3700",3615.48,7
"97930","9331","V3691",3950.27,8
"97931","9331","V3669",3955.63,9
"97932","9331","V3687",3976.21,10
"97933","9332","V9325",2499.29,1
"97934","9332","V9313",3458.72,2
"97935","9332","V2161",3600.16,3
"97936","9332","V3683",5143.36,4
"97937","9332","V2163",5801.77,5
"97938","9332","V3682",6093.18,6
"97939","9332","V7302",6101.47,7
"97940","9332","V2157",6471.68,8
"97941","9332","V2155",6556.72,9
"97942","9332","V3685",6672.71,10
"97943","9333","V9335",2036.38,1
"97944","9333","V2424",2404.23,2
"97945","9333","V2427",2979.27,3
"97946","9333","V9318",3140.55,4
"97947","9333","V3695",3415.31,5
"97948","9333","V9302",3419.7,6
"97949","9333","V7566",4110.18,7
"97950","9333","V7567",4190.58,8
"97951","9333","V9301",4492.14,9
"97952","9333","V7565",5191.35,10
"97953","9334","V3688",2040.65,1
"97954","9334","V3679",2327.12,2
"97955","9334","V3680",2635.6,3
"97956","9334","V9329",2748.51,4
"97957","9334","V9324",3236.48,5
"97958","9334","V1779",3377.98,6
"97959","9334","V1775",3780.82,7
"97960","9334","V9336",3983.04,8
"97961","9334","V1771",4176.16,9
"97962","9334","V9327",4216.11,10
"97963","9335","V9333",2036.38,1
"97964","9335","V9301",2544.75,2
"97965","9335","V9318",2771.02,3
"97966","9335","V3695",3284.06,4
"97967","9335","V3681",3431.44,5
"97968","9335","V3672",3680.61,6
"97969","9335","V1910",3871.88,7
"97970","9335","V2424",4025.17,8
"97971","9335","V3694",4300.32,9
"97972","9335","V9302",4364.96,10
"97973","9336","V3688",2107.61,1
"97974","9336","V9309",2427.17,2
"97975","9336","V9315",2486.41,3
"97976","9336","V9327",3327.09,4
"97977","9336","V9329",3522.01,5
"97978","9336","V9334",3983.04,6
"97979","9336","V9337",4391.06,7
"97980","9336","V3689",4492.22,8
"97981","9336","V9324",4851.44,9
"97982","9336","V3679",5484.83,10
"97983","9337","V9309",2029.88,1
"97984","9337","V3682",2387.08,2
"97985","9337","V3685",3478.87,3
"97986","9337","V9313",4143.41,4
"97987","9337","V9336",4391.06,5
"97988","9337","V3676",4490.67,6
"97989","9337","V9327",4930.11,7
"97990","9337","V3689",5634.41,8
"97991","9337","V3688",6006.77,9
"97992","9337","V9315",6278.56,10
"97993","9338","V9308",1852.39,1
"97994","9338","V3683",2204.3,2
"97995","9338","V3685",2890.74,3
"97996","9338","V10392",4754.1,4
"97997","9338","V2170",4971.33,5
"97998","9338","V9323",4976.01,6
"97999","9338","V2163",4987.82,7
"98000","9338","V3676",5306.37,8
"98001","9338","V3697",5426.78,9
"98002","9338","V9313",5711.77,10
"98003","9339","V3673",1042.01,1
"98004","9339","V9310",1239.83,2
"98005","9339","V3675",1758.57,3
"98006","9339","V3670",2000.02,4
"98007","9339","V3703",2008.55,5
"98008","9339","V9340",2065.27,6
"98009","9339","V9317",2139.98,7
"98010","9339","V3701",2177.1,8
"98011","9339","V9304",2378.86,9
"98012","9339","V9300",2410.85,10
"98013","934","V929",3090.3,1
"98014","934","V5635",3127.6,2
"98015","934","V935",4172.44,3
"98016","934","V933",4396.6,4
"98017","934","V928",4950.36,5
"98018","934","V4712",5038.93,6
"98019","934","V5642",5477.05,7
"98020","934","V5634",6528.1,8
"98021","934","V926",6651.13,9
"98022","934","V5641",6685.5,10
"98023","9340","V3675",1114.2,1
"98024","9340","V9306",1934.99,2
"98025","9340","V9310",2042.27,3
"98026","9340","V9339",2065.27,4
"98027","9340","V3687",2224.78,5
"98028","9340","V9312",2350.99,6
"98029","9340","V3673",2637,7
"98030","9340","V9320",3303.39,8
"98031","9340","V9317",3394.9,9
"98032","9340","V9321",3713.59,10
"98033","9341","V9350",1059.87,1
"98034","9341","V10491",1463.31,2
"98035","9341","V9348",1523.13,3
"98036","9341","V4938",2763.03,4
"98037","9341","V9347",3488.8,5
"98038","9341","V4947",3489.73,6
"98039","9341","V3706",3604.17,7
"98040","9341","V3712",4205.47,8
"98041","9341","V433",4372.55,9
"98042","9341","V3711",4412.39,10
"98043","9342","V9346",3067.4,1
"98044","9342","V10123",4110.37,2
"98045","9342","V4703",5074.56,3
"98046","9342","V10125",5732.95,4
"98047","9342","V9344",5793.62,5
"98048","9342","V2443",5849.98,6
"98049","9342","V3713",5999.11,7
"98050","9342","V8661",6220.7,8
"98051","9342","V274",6402,9
"98052","9342","V3176",6695.42,10
"98053","9343","V9354",2555.1,1
"98054","9343","V3707",2580.97,2
"98055","9343","V9353",3271.32,3
"98056","9343","V3709",3283.5,4
"98057","9343","V3464",3518.15,5
"98058","9343","V9085",3836.33,6
"98059","9343","V3705",3871.5,7
"98060","9343","V9352",4046.48,8
"98061","9343","V9358",4875.26,9
"98062","9343","V9355",5176.37,10
"98063","9344","V9349",1314.78,1
"98064","9344","V7012",2146.83,2
"98065","9344","V3713",2300.01,3
"98066","9344","V3706",3761.33,4
"98067","9344","V2443",3948.56,5
"98068","9344","V9346",3975.36,6
"98069","9344","V9347",4100.35,7
"98070","9344","V2442",4291.29,8
"98071","9344","V9358",4493.96,9
"98072","9344","V7586",5020.04,10
"98073","9345","V3710",2817.14,1
"98074","9345","V433",3219.14,2
"98075","9345","V4946",3503.26,3
"98076","9345","V9356",4178.79,4
"98077","9345","V3712",4371.35,5
"98078","9345","V4680",4658.93,6
"98079","9345","V8210",4875.71,7
"98080","9345","V4939",4902.19,8
"98081","9345","V657",5270.35,9
"98082","9345","V4941",5822.17,10
"98083","9346","V9342",3067.4,1
"98084","9346","V3713",3216.18,2
"98085","9346","V9344",3975.36,3
"98086","9346","V3173",5071.65,4
"98087","9346","V9349",5259.35,5
"98088","9346","V7012",5884.57,6
"98089","9346","V2443",6104.52,7
"98090","9346","V3706",6719.57,8
"98091","9346","V4703",6894.54,9
"98092","9346","V10123",7171.06,10
"98093","9347","V3706",718.69,1
"98094","9347","V7012",2132.77,2
"98095","9347","V9348",2209.48,3
"98096","9347","V9350",2509.49,4
"98097","9347","V9351",2518.3,5
"98098","9347","V9341",3488.8,6
"98099","9347","V9349",3728.58,7
"98100","9347","V3711",3824.17,8
"98101","9347","V9344",4100.35,9
"98102","9347","V3713",4180.88,10
"98103","9348","V9350",1061.62,1
"98104","9348","V9341",1523.13,2
"98105","9348","V9347",2209.48,3
"98106","9348","V3706",2552.31,4
"98107","9348","V10491",2967.52,5
"98108","9348","V9351",3065.35,6
"98109","9348","V3711",3207.45,7
"98110","9348","V3712",4117.12,8
"98111","9348","V4938",4273.86,9
"98112","9348","V7012",4338.76,10
"98113","9349","V9344",1314.78,1
"98114","9349","V7012",1598.45,2
"98115","9349","V2442",3043.78,3
"98116","9349","V9358",3188.69,4
"98117","9349","V3713",3416.71,5
"98118","9349","V2443",3593.79,6
"98119","9349","V3706",3621.06,7
"98120","9349","V9347",3728.58,8
"98121","9349","V7586",4186.76,9
"98122","9349","V9351",4606.96,10
"98123","935","V5642",1305.59,1
"98124","935","V928",1531.55,2
"98125","935","V4712",2636.48,3
"98126","935","V5637",3740.19,4
"98127","935","V5641",3856.41,5
"98128","935","V934",4172.44,6
"98129","935","V5228",4761.64,7
"98130","935","V5645",4946.61,8
"98131","935","V1631",5383.52,9
"98132","935","V931",5387.55,10
"98133","9350","V9341",1059.87,1
"98134","9350","V9348",1061.62,2
"98135","9350","V10491",2225.06,3
"98136","9350","V9347",2509.49,4
"98137","9350","V3706",2556.77,5
"98138","9350","V4938",3501.92,6
"98139","9350","V9351",4002.8,7
"98140","9350","V4947",4109.63,8
"98141","9350","V3711",4268.86,9
"98142","9350","V7012",4569.52,10
"98143","9351","V3711",1821.34,1
"98144","9351","V9347",2518.3,2
"98145","9351","V3709",2894.89,3
"98146","9351","V9348",3065.35,4
"98147","9351","V9358",3080.42,5
"98148","9351","V3706",3226.48,6
"98149","9351","V9352",3248.33,7
"98150","9351","V9354",3287.63,8
"98151","9351","V7012",3435.05,9
"98152","9351","V9355",3896.88,10
"98153","9352","V3709",1140.14,1
"98154","9352","V3705",1171.16,2
"98155","9352","V9355",1301.66,3
"98156","9352","V9353",1741.03,4
"98157","9352","V3711",2155.49,5
"98158","9352","V9357",2762.05,6
"98159","9352","V9354",2845.65,7
"98160","9352","V9351",3248.33,8
"98161","9352","V9343",4046.48,9
"98162","9352","V3712",4347.04,10
"98163","9353","V3705",775.71,1
"98164","9353","V9352",1741.03,2
"98165","9353","V3709",2138.89,3
"98166","9353","V9355",2246.83,4
"98167","9353","V9343",3271.32,5
"98168","9353","V9354",3353.31,6
"98169","9353","V9357",3555.5,7
"98170","9353","V3711",3888.2,8
"98171","9353","V3708",4401.2,9
"98172","9353","V9351",4886.86,10
"98173","9354","V3709",1707.86,1
"98174","9354","V9343",2555.1,2
"98175","9354","V9358",2661.4,3
"98176","9354","V9352",2845.65,4
"98177","9354","V9351",3287.63,5
"98178","9354","V9353",3353.31,6
"98179","9354","V3705",3457.78,7
"98180","9354","V3464",3462.84,8
"98181","9354","V3711",3769.7,9
"98182","9354","V2442",3851.18,10
"98183","9355","V9352",1301.66,1
"98184","9355","V3705",1471.95,2
"98185","9355","V9357",1483.03,3
"98186","9355","V9353",2246.83,4
"98187","9355","V3711",2282.6,5
"98188","9355","V3709",2436.45,6
"98189","9355","V3712",3295.26,7
"98190","9355","V9356",3564.93,8
"98191","9355","V3708",3874.82,9
"98192","9355","V9351",3896.88,10
"98193","9356","V3710",1436.89,1
"98194","9356","V3712",1894.1,2
"98195","9356","V9357",2088.34,3
"98196","9356","V3708",3286.47,4
"98197","9356","V9355",3564.93,5
"98198","9356","V9345",4178.79,6
"98199","9356","V657",4525.57,7
"98200","9356","V3711",4608.53,8
"98201","9356","V3705",4800.06,9
"98202","9356","V9352",4850.38,10
"98203","9357","V9355",1483.03,1
"98204","9357","V9356",2088.34,2
"98205","9357","V3712",2097.88,3
"98206","9357","V9352",2762.05,4
"98207","9357","V3705",2819.5,5
"98208","9357","V3711",2883.55,6
"98209","9357","V3708",3292.29,7
"98210","9357","V3710",3480.86,8
"98211","9357","V9353",3555.5,9
"98212","9357","V3709",3873.06,10
"98213","9358","V2442",1628.35,1
"98214","9358","V9354",2661.4,2
"98215","9358","V9351",3080.42,3
"98216","9358","V9349",3188.69,4
"98217","9358","V7012",3239.42,5
"98218","9358","V2454",3475.3,6
"98219","9358","V3464",3515.11,7
"98220","9358","V3709",3864.6,8
"98221","9358","V7586",4078.35,9
"98222","9358","V9347",4227.17,10
"98223","9359","V8787",2365.21,1
"98224","9359","V8798",2440.3,2
"98225","9359","V6214",2507.02,3
"98226","9359","V1372",2599.11,4
"98227","9359","V1360",2901.98,5
"98228","9359","V6219",3179.56,6
"98229","9359","V8782",3292.13,7
"98230","9359","V8786",3847.55,8
"98231","9359","V6213",4010.58,9
"98232","9359","V2145",4619.53,10
"98233","936","V3969",941.85,1
"98234","936","V5652",944.05,2
"98235","936","V5650",1027.87,3
"98236","936","V937",1378.13,4
"98237","936","V939",1553.39,5
"98238","936","V1728",1874.65,6
"98239","936","V10210",2104.27,7
"98240","936","V938",2193.24,8
"98241","936","V6721",2332.5,9
"98242","936","V1727",2456.68,10
"98243","9360","V9377",1796.93,1
"98244","9360","V3722",2636.2,2
"98245","9360","V3714",3263.25,3
"98246","9360","V9374",3268.79,4
"98247","9360","V8965",3371.41,5
"98248","9360","V3388",3542.81,6
"98249","9360","V3723",4073.01,7
"98250","9360","V9361",4478.25,8
"98251","9360","V3379",4648.41,9
"98252","9360","V8959",5100.36,10
"98253","9361","V3722",1842.09,1
"98254","9361","V9368",1960.82,2
"98255","9361","V9374",2034.98,3
"98256","9361","V3723",2525.78,4
"98257","9361","V9363",2562.69,5
"98258","9361","V3715",3179.78,6
"98259","9361","V25",3181.21,7
"98260","9361","V7927",3285.45,8
"98261","9361","V9377",3327.25,9
"98262","9361","V9364",3623.69,10
"98263","9362","V2649",1804.77,1
"98264","9362","V9367",1951.21,2
"98265","9362","V7930",2211.25,3
"98266","9362","V2652",4213.4,4
"98267","9362","V9365",4397.64,5
"98268","9362","V9369",5063,6
"98269","9362","V4384",5075.43,7
"98270","9362","V4385",5511.8,8
"98271","9362","V10530",5574.6,9
"98272","9362","V7926",5882.9,10
"98273","9363","V9372",1569.14,1
"98274","9363","V3715",1682.07,2
"98275","9363","V9366",1794.68,3
"98276","9363","V3717",2342.2,4
"98277","9363","V3723",2361.37,5
"98278","9363","V9361",2562.69,6
"98279","9363","V3720",2855.2,7
"98280","9363","V9368",3329.89,8
"98281","9363","V9364",3588.67,9
"98282","9363","V3722",3816.74,10
"98283","9364","V9369",1822.23,1
"98284","9364","V4384",1829.24,2
"98285","9364","V3717",1898.26,3
"98286","9364","V4385",1941.68,4
"98287","9364","V9368",2034.4,5
"98288","9364","V3715",2179.75,6
"98289","9364","V24",2555.76,7
"98290","9364","V3720",2862.24,8
"98291","9364","V25",2883.11,9
"98292","9364","V9372",3015.27,10
"98293","9365","V3716",2267.96,1
"98294","9365","V9367",2451.14,2
"98295","9365","V9370",3038.59,3
"98296","9365","V7930",3756.19,4
"98297","9365","V9371",4259.33,5
"98298","9365","V9362",4397.64,6
"98299","9365","V9369",4504.81,7
"98300","9365","V2649",5068.01,8
"98301","9365","V9940",5846.23,9
"98302","9365","V4384",5983.05,10
"98303","9366","V9372",1772.66,1
"98304","9366","V9363",1794.68,2
"98305","9366","V3715",2557.34,3
"98306","9366","V3720",2753.12,4
"98307","9366","V3725",2769.22,5
"98308","9366","V3717",2972.89,6
"98309","9366","V3723",3400.21,7
"98310","9366","V3721",4067.93,8
"98311","9366","V9361",4343.17,9
"98312","9366","V3719",4464,10
"98313","9367","V9362",1951.21,1
"98314","9367","V7930",2143.51,2
"98315","9367","V9365",2451.14,3
"98316","9367","V2649",2841.62,4
"98317","9367","V3716",4130.53,5
"98318","9367","V9369",4399.76,6
"98319","9367","V9370",4664.91,7
"98320","9367","V4384",5142.89,8
"98321","9367","V7928",5582.39,9
"98322","9367","V4385",5709.96,10
"98323","9368","V25",1608.36,1
"98324","9368","V9361",1960.82,2
"98325","9368","V9364",2034.4,3
"98326","9368","V27",2132.31,4
"98327","9368","V24",2178.4,5
"98328","9368","V4385",2321.81,6
"98329","9368","V26",2571.29,7
"98330","9368","V4384",2739.66,8
"98331","9368","V7927",2781.55,9
"98332","9368","V3715",2847.74,10
"98333","9369","V9364",1822.23,1
"98334","9369","V4384",1902.35,2
"98335","9369","V4385",2459.66,3
"98336","9369","V7930",2854.92,4
"98337","9369","V3717",2948.34,5
"98338","9369","V9370",3150.86,6
"98339","9369","V24",3331.54,7
"98340","9369","V3720",3392.2,8
"98341","9369","V3715",3506.05,9
"98342","9369","V10530",3702.57,10
"98343","937","V3969",1288.67,1
"98344","937","V936",1378.13,2
"98345","937","V939",1658.88,3
"98346","937","V5651",1682.04,4
"98347","937","V938",1737.22,5
"98348","937","V5652",1897.21,6
"98349","937","V10210",2035.14,7
"98350","937","V5650",2268.94,8
"98351","937","V1728",3046.65,9
"98352","937","V1727",3321.34,10
"98353","9370","V9365",3038.59,1
"98354","9370","V9369",3150.86,2
"98355","9370","V9371",3264.71,3
"98356","9370","V3719",3437.18,4
"98357","9370","V3720",3638.37,5
"98358","9370","V3717",4181.56,6
"98359","9370","V9364",4453.49,7
"98360","9370","V7930",4552.35,8
"98361","9370","V3716",4654.76,9
"98362","9370","V9367",4664.91,10
"98363","9371","V9370",3264.71,1
"98364","9371","V3718",3457.93,2
"98365","9371","V3719",3848.01,3
"98366","9371","V3716",4167.31,4
"98367","9371","V9365",4259.33,5
"98368","9371","V9940",4395.77,6
"98369","9371","V9373",5381.05,7
"98370","9371","V8861",5618.71,8
"98371","9371","V3721",5863.25,9
"98372","9371","V8857",5909.29,10
"98373","9372","V3715",888.3,1
"98374","9372","V3717",1200.26,2
"98375","9372","V3720",1299.73,3
"98376","9372","V9363",1569.14,4
"98377","9372","V9366",1772.66,5
"98378","9372","V9364",3015.27,6
"98379","9372","V9368",3686.99,7
"98380","9372","V9361",3712.38,8
"98381","9372","V3723",3921.82,9
"98382","9372","V3719",4075.94,10
"98383","9373","V3718",1937.63,1
"98384","9373","V3721",3479.3,2
"98385","9373","V3719",4263.31,3
"98386","9373","V8857",4311.72,4
"98387","9373","V9383",4884.34,5
"98388","9373","V3305",4920.43,6
"98389","9373","V3304",5244.32,7
"98390","9373","V9371",5381.05,8
"98391","9373","V9382",6285.33,9
"98392","9373","V8858",6958.92,10
"98393","9374","V3722",1415.1,1
"98394","9374","V9361",2034.98,2
"98395","9374","V7927",2407.33,3
"98396","9374","V9377",3001.94,4
"98397","9374","V9368",3159.51,5
"98398","9374","V9360",3268.79,6
"98399","9374","V25",3474.82,7
"98400","9374","V3723",3662.86,8
"98401","9374","V27",4048.5,9
"98402","9374","V26",4305.74,10
"98403","9375","V4104",1199.91,1
"98404","9375","V4103",1897.52,2
"98405","9375","V9378",2113.77,3
"98406","9375","V9386",2278.55,4
"98407","9375","V3387",2753.3,5
"98408","9375","V9385",3140.52,6
"98409","9375","V9376",3823.43,7
"98410","9375","V8964",4017.47,8
"98411","9375","V9379",4040.07,9
"98412","9375","V3729",4171.48,10
"98413","9376","V9386",2121.68,1
"98414","9376","V9381",2285.01,2
"98415","9376","V8973",3018.55,3
"98416","9376","V3729",3487.54,4
"98417","9376","V9375",3823.43,5
"98418","9376","V4103",4037.53,6
"98419","9376","V8958",4078.75,7
"98420","9376","V3378",4094.42,8
"98421","9376","V4104",4316.14,9
"98422","9376","V3387",4519.76,10
"98423","9377","V3714",1640.52,1
"98424","9377","V3722",1722.54,2
"98425","9377","V9360",1796.93,3
"98426","9377","V3723",2297.92,4
"98427","9377","V9374",3001.94,5
"98428","9377","V9361",3327.25,6
"98429","9377","V9363",4503.03,7
"98430","9377","V3388",4698.05,8
"98431","9377","V9384",4797.88,9
"98432","9377","V8959",5010.99,10
"98433","9378","V9375",2113.77,1
"98434","9378","V9385",2211.45,2
"98435","9378","V4104",2743.24,3
"98436","9378","V3726",3315.3,4
"98437","9378","V4103",3672.04,5
"98438","9378","V9386",3738.26,6
"98439","9378","V3387",4413.87,7
"98440","9378","V9379",4604.96,8
"98441","9378","V3729",4794.47,9
"98442","9378","V9376",5687.61,10
"98443","9379","V8971",2222.43,1
"98444","9379","V3387",2538.32,2
"98445","9379","V8968",2761.54,3
"98446","9379","V4103",2891.86,4
"98447","9379","V4104",2915.51,5
"98448","9379","V8964",3077.98,6
"98449","9379","V9375",4040.07,7
"98450","9379","V8972",4524.34,8
"98451","9379","V9378",4604.96,9
"98452","9379","V3380",5401.64,10
"98453","938","V10210",586.29,1
"98454","938","V3969",1286.61,2
"98455","938","V5651",1671.49,3
"98456","938","V937",1737.22,4
"98457","938","V936",2193.24,5
"98458","938","V5650",2394.99,6
"98459","938","V5652",3099.11,7
"98460","938","V939",3275.91,8
"98461","938","V1728",4049.82,9
"98462","938","V6721",4336.1,10
"98463","9380","V9387",2059.62,1
"98464","9380","V3724",2950.09,2
"98465","9380","V9388",3178.89,3
"98466","9380","V3728",4102.92,4
"98467","9380","V5497",4255.53,5
"98468","9380","V9382",5296.48,6
"98469","9380","V10459",5484.83,7
"98470","9380","V3727",5639.16,8
"98471","9380","V9383",7117.9,9
"98472","9380","V9384",7275.67,10
"98473","9381","V9376",2285.01,1
"98474","9381","V8958",2440.35,2
"98475","9381","V8973",3509.71,3
"98476","9381","V9386",3904.83,4
"98477","9381","V3378",3995.47,5
"98478","9381","V3729",4040.16,6
"98479","9381","V5497",4930.96,7
"98480","9381","V8959",5022.18,8
"98481","9381","V8963",5114.85,9
"98482","9381","V3728",5166.56,10
"98483","9382","V9383",2006.88,1
"98484","9382","V9388",2960.87,2
"98485","9382","V3724",3094.48,3
"98486","9382","V3304",3913.4,4
"98487","9382","V10459",4133.96,5
"98488","9382","V3725",4674.87,6
"98489","9382","V3727",4716.53,7
"98490","9382","V3721",5043.06,8
"98491","9382","V9380",5296.48,9
"98492","9382","V3305",5992.14,10
"98493","9383","V9382",2006.88,1
"98494","9383","V3721",3049.84,2
"98495","9383","V3725",3801.62,3
"98496","9383","V9388",4315.01,4
"98497","9383","V3304",4551.38,5
"98498","9383","V9373",4884.34,6
"98499","9383","V3727",4884.79,7
"98500","9383","V9366",5073.38,8
"98501","9383","V3724",5101.18,9
"98502","9383","V3719",5453.99,10
"98503","9384","V3727",1751.29,1
"98504","9384","V3725",2449.85,2
"98505","9384","V3714",3157.72,3
"98506","9384","V3723",3741.79,4
"98507","9384","V3728",4017.64,5
"98508","9384","V9366",4467.5,6
"98509","9384","V9388",4685.57,7
"98510","9384","V9377",4797.88,8
"98511","9384","V8959",4891.19,9
"98512","9384","V9363",4980.48,10
"98513","9385","V3726",1134.09,1
"98514","9385","V9378",2211.45,2
"98515","9385","V9375",3140.52,3
"98516","9385","V3729",3171.55,4
"98517","9385","V9386",3258.2,5
"98518","9385","V4104",4246.67,6
"98519","9385","V4103",5036.57,7
"98520","9385","V9376",5370.23,8
"98521","9385","V5497",5876.01,9
"98522","9385","V3387",5886.74,10
"98523","9386","V9376",2121.68,1
"98524","9386","V3729",2256.43,2
"98525","9386","V9375",2278.55,3
"98526","9386","V4104",3237.92,4
"98527","9386","V9385",3258.2,5
"98528","9386","V4103",3446.92,6
"98529","9386","V9378",3738.26,7
"98530","9386","V3726",3836.33,8
"98531","9386","V9381",3904.83,9
"98532","9386","V3387",4220.82,10
"98533","9387","V9380",2059.62,1
"98534","9387","V3728",2504.06,2
"98535","9387","V5497",2999.3,3
"98536","9387","V9388",3547.21,4
"98537","9387","V3724",4732.22,5
"98538","9387","V3727",4959.65,6
"98539","9387","V9381",5858.77,7
"98540","9387","V3729",5961.09,8
"98541","9387","V9384",6320.31,9
"98542","9387","V9382",6346.58,10
"98543","9388","V3727",2934.29,1
"98544","9388","V9382",2960.87,2
"98545","9388","V3724",3014.48,3
"98546","9388","V9380",3178.89,4
"98547","9388","V3728",3375.59,5
"98548","9388","V9387",3547.21,6
"98549","9388","V9383",4315.01,7
"98550","9388","V3725",4444.06,8
"98551","9388","V9384",4685.57,9
"98552","9388","V10459",5543.54,10
"98553","9389","V5461",3085.69,1
"98554","9389","V466",3880.21,2
"98555","9389","V5460",3916.89,3
"98556","9389","V1809",3978.33,4
"98557","9389","V5459",4342.74,5
"98558","9389","V3419",4557.36,6
"98559","9389","V4977",5212.36,7
"98560","9389","V9040",6156.08,8
"98561","9389","V5710",6221.16,9
"98562","9389","V2458",6348.01,10
"98563","939","V5652",1020.12,1
"98564","939","V936",1553.39,2
"98565","939","V937",1658.88,3
"98566","939","V1727",1843.87,4
"98567","939","V1728",1980.17,5
"98568","939","V9749",2144.33,6
"98569","939","V3969",2300.67,7
"98570","939","V5650",2500.73,8
"98571","939","V6721",2854.22,9
"98572","939","V5651",3242.27,10
"98573","9390","V313",3045,1
"98574","9390","V316",3357.32,2
"98575","9390","V5380",3358.62,3
"98576","9390","V4808",3593.71,4
"98577","9390","V4816",3767.72,5
"98578","9390","V4811",4260.96,6
"98579","9390","V4884",4747.96,7
"98580","9390","V636",4896.19,8
"98581","9390","V4812",5111.81,9
"98582","9390","V4809",5358.3,10
"98583","9391","V9396",3309.78,1
"98584","9391","V3733",3324.04,2
"98585","9391","V3731",3942.35,3
"98586","9391","V9399",4187.25,4
"98587","9391","V9403",4506.59,5
"98588","9391","V9402",4908.41,6
"98589","9391","V3730",5062.24,7
"98590","9391","V3739",5100.56,8
"98591","9391","V9398",5149.11,9
"98592","9391","V9392",5801.85,10
"98593","9392","V9396",2649.54,1
"98594","9392","V3734",3026.91,2
"98595","9392","V9403",3055.22,3
"98596","9392","V7385",3486.48,4
"98597","9392","V3737",3882.31,5
"98598","9392","V9394",4047.33,6
"98599","9392","V9402",5005.85,7
"98600","9392","V9401",5374.9,8
"98601","9392","V7395",5535.36,9
"98602","9392","V3736",5567.17,10
"98603","9393","V9707",3056.55,1
"98604","9393","V3735",3146.71,2
"98605","9393","V7396",3204.1,3
"98606","9393","V3732",3282.62,4
"98607","9393","V2248",3809.59,5
"98608","9393","V9397",3927.3,6
"98609","9393","V7393",4184.47,7
"98610","9393","V9402",4447.96,8
"98611","9393","V7395",5150.38,9
"98612","9393","V7385",5594.59,10
"98613","9394","V9401",1359.78,1
"98614","9394","V3736",2855.22,2
"98615","9394","V7265",2902.5,3
"98616","9394","V3734",3359.5,4
"98617","9394","V4739",3527.61,5
"98618","9394","V4740",3654.05,6
"98619","9394","V4775",3831.21,7
"98620","9394","V4749",3852.19,8
"98621","9394","V4750",3874.66,9
"98622","9394","V302",4043.61,10
"98623","9395","V3739",2927.31,1
"98624","9395","V9400",3897.74,2
"98625","9395","V9404",4148.17,3
"98626","9395","V9397",4287.22,4
"98627","9395","V3733",4721.95,5
"98628","9395","V3750",4905.57,6
"98629","9395","V3745",5966.52,7
"98630","9395","V9407",6754.48,8
"98631","9395","V3732",7385.43,9
"98632","9395","V3746",7400.55,10
"98633","9396","V9392",2649.54,1
"98634","9396","V9403",3084.05,2
"98635","9396","V9391",3309.78,3
"98636","9396","V9402",3369.64,4
"98637","9396","V7385",3556.55,5
"98638","9396","V3731",4752.53,6
"98639","9396","V3737",5041.53,7
"98640","9396","V3733",5351.73,8
"98641","9396","V3734",5601.02,9
"98642","9396","V3735",5876.89,10
"98643","9397","V9393",3927.3,1
"98644","9397","V3733",4126.14,2
"98645","9397","V3739",4217.31,3
"98646","9397","V9395",4287.22,4
"98647","9397","V3732",4308.78,5
"98648","9397","V9402",4538.37,6
"98649","9397","V3735",5865.66,7
"98650","9397","V9404",5990.2,8
"98651","9397","V9400",6470.02,9
"98652","9397","V9707",6534.38,10
"98653","9398","V1926",1826.49,1
"98654","9398","V3731",2509.1,2
"98655","9398","V9399",3579.27,3
"98656","9398","V6988",3711.9,4
"98657","9398","V6992",3791.12,5
"98658","9398","V1927",4261.26,6
